"","Date","Count","DayNight","Game","Weekday","Area"
"18930",2011-02-13,56,1,0,0,0
"18931",2011-02-14,58,1,0,1,0
"18932",2011-02-15,66,1,0,1,0
"18933",2011-02-16,55,1,0,1,0
"18934",2011-02-17,51,1,0,1,0
"18935",2011-02-18,70,1,0,1,0
"18936",2011-02-19,37,1,0,0,0
"18937",2011-02-20,43,1,0,0,0
"18938",2011-02-21,32,1,0,1,0
"18939",2011-02-22,51,1,0,1,0
"18940",2011-02-23,55,1,0,1,0
"18941",2011-02-24,50,1,0,1,0
"18942",2011-02-25,59,1,0,1,0
"18943",2011-02-26,47,1,0,0,0
"18944",2011-02-27,35,1,0,0,0
"18945",2011-02-28,74,1,0,1,0
"18946",2011-03-01,75,1,0,1,0
"18947",2011-03-02,44,1,0,1,0
"18948",2011-03-03,68,1,0,1,0
"18949",2011-03-04,66,1,0,1,0
"18950",2011-03-05,44,1,0,0,0
"18951",2011-03-06,36,1,0,0,0
"18952",2011-03-07,53,1,0,1,0
"18953",2011-03-08,68,1,0,1,0
"18954",2011-03-09,57,1,0,1,0
"18955",2011-03-10,51,1,0,1,0
"18956",2011-03-11,59,1,0,1,0
"18957",2011-03-12,54,1,0,0,0
"18958",2011-03-13,39,1,0,0,0
"18959",2011-03-14,67,1,0,1,0
"18960",2011-03-15,54,1,0,1,0
"18961",2011-03-16,78,1,0,1,0
"18962",2011-03-17,70,1,0,1,0
"18963",2011-03-18,55,1,0,1,0
"18964",2011-03-19,48,1,0,0,0
"18965",2011-03-20,41,1,0,0,0
"18966",2011-03-21,59,1,0,1,0
"18967",2011-03-22,55,1,0,1,0
"18968",2011-03-23,59,1,0,1,0
"18969",2011-03-24,53,1,0,1,0
"18970",2011-03-25,43,1,0,1,0
"18971",2011-03-26,50,1,0,0,0
"18972",2011-03-27,39,1,0,0,0
"18973",2011-03-28,57,1,0,1,0
"18974",2011-03-29,61,1,0,1,0
"18975",2011-03-30,55,1,0,1,0
"18976",2011-03-31,59,1,0,1,0
"18977",2011-04-01,77,1,0,1,0
"18978",2011-04-02,58,1,0,0,0
"18979",2011-04-03,47,1,0,0,0
"18980",2011-04-04,55,1,0,1,0
"18981",2011-04-05,56,1,0,1,0
"18982",2011-04-06,54,1,0,1,0
"18983",2011-04-07,50,1,1,1,0
"18984",2011-04-08,79,1,1,1,0
"18985",2011-04-09,73,1,1,0,0
"18986",2011-04-10,54,1,1,0,0
"18987",2011-04-11,56,1,1,1,0
"18988",2011-04-12,49,1,1,1,0
"18989",2011-04-13,59,1,1,1,0
"18990",2011-04-14,55,1,0,1,0
"18991",2011-04-15,58,1,1,1,0
"18992",2011-04-16,49,1,1,0,0
"18993",2011-04-17,50,1,1,0,0
"18994",2011-04-18,54,1,0,1,0
"18995",2011-04-19,52,1,0,1,0
"18996",2011-04-20,44,1,0,1,0
"18997",2011-04-21,61,1,0,1,0
"18998",2011-04-22,39,1,0,1,0
"18999",2011-04-23,46,1,0,0,0
"19000",2011-04-24,48,1,0,0,0
"19001",2011-04-25,42,1,0,1,0
"19002",2011-04-26,65,1,0,1,0
"19003",2011-04-27,49,1,0,1,0
"19004",2011-04-28,42,1,0,1,0
"19005",2011-04-29,66,1,1,1,0
"19006",2011-04-30,48,1,1,0,0
"19007",2011-05-01,58,1,1,0,0
"19008",2011-05-02,85,1,1,1,0
"19009",2011-05-03,45,1,1,1,0
"19010",2011-05-04,60,1,1,1,0
"19011",2011-05-05,55,1,0,1,0
"19012",2011-05-06,76,1,0,1,0
"19013",2011-05-07,55,1,0,0,0
"19014",2011-05-08,46,1,0,0,0
"19015",2011-05-09,69,1,0,1,0
"19016",2011-05-10,65,1,0,1,0
"19017",2011-05-11,53,1,0,1,0
"19018",2011-05-12,52,1,0,1,0
"19019",2011-05-13,78,1,0,1,0
"19020",2011-05-14,48,1,0,0,0
"19021",2011-05-15,53,1,0,0,0
"19022",2011-05-16,59,1,1,1,0
"19023",2011-05-17,71,1,1,1,0
"19024",2011-05-18,49,1,1,1,0
"19025",2011-05-19,70,1,1,1,0
"19026",2011-05-20,61,1,1,1,0
"19027",2011-05-21,54,1,1,0,0
"19028",2011-05-22,57,1,1,0,0
"19029",2011-05-23,64,1,0,1,0
"19030",2011-05-24,63,1,0,1,0
"19031",2011-05-25,53,1,0,1,0
"19032",2011-05-26,64,1,0,1,0
"19033",2011-05-27,57,1,0,1,0
"19034",2011-05-28,44,1,0,0,0
"19035",2011-05-29,47,1,0,0,0
"19036",2011-05-30,47,1,0,1,0
"19037",2011-05-31,81,1,0,1,0
"19038",2011-06-01,79,1,0,1,0
"19039",2011-06-02,55,1,0,1,0
"19040",2011-06-03,70,1,1,1,0
"19041",2011-06-04,56,1,1,0,0
"19042",2011-06-05,59,1,1,0,0
"19043",2011-06-06,53,1,1,1,0
"19044",2011-06-07,65,1,1,1,0
"19045",2011-06-08,81,1,1,1,0
"19046",2011-06-09,58,1,1,1,0
"19047",2011-06-10,71,1,1,1,0
"19048",2011-06-11,74,1,1,0,0
"19049",2011-06-12,62,1,1,0,0
"19050",2011-06-13,66,1,0,1,0
"19051",2011-06-14,67,1,0,1,0
"19052",2011-06-15,66,1,0,1,0
"19053",2011-06-16,61,1,0,1,0
"19054",2011-06-17,72,1,0,1,0
"19055",2011-06-18,64,1,0,0,0
"19056",2011-06-19,75,1,0,0,0
"19057",2011-06-20,71,1,1,1,0
"19058",2011-06-21,64,1,1,1,0
"19059",2011-06-22,46,1,1,1,0
"19060",2011-06-23,69,1,0,1,0
"19061",2011-06-24,68,1,1,1,0
"19062",2011-06-25,59,1,1,0,0
"19063",2011-06-26,64,1,1,0,0
"19064",2011-06-27,63,1,0,1,0
"19065",2011-06-28,63,1,0,1,0
"19066",2011-06-29,63,1,0,1,0
"19067",2011-06-30,66,1,0,1,0
"19068",2011-07-01,67,1,0,1,0
"19069",2011-07-02,42,1,0,0,0
"19070",2011-07-03,59,1,0,0,0
"19071",2011-07-04,58,1,1,1,0
"19072",2011-07-05,59,1,1,1,0
"19073",2011-07-06,66,1,1,1,0
"19074",2011-07-07,63,1,1,1,0
"19075",2011-07-08,65,1,1,1,0
"19076",2011-07-09,48,1,1,0,0
"19077",2011-07-10,65,1,1,0,0
"19078",2011-07-11,62,1,0,1,0
"19079",2011-07-12,75,1,0,1,0
"19080",2011-07-13,80,1,0,1,0
"19081",2011-07-14,66,1,0,1,0
"19082",2011-07-15,85,1,0,1,0
"19083",2011-07-16,69,1,0,0,0
"19084",2011-07-17,38,1,0,0,0
"19085",2011-07-18,65,1,0,1,0
"19086",2011-07-19,62,1,0,1,0
"19087",2011-07-20,62,1,0,1,0
"19088",2011-07-21,72,1,0,1,0
"19089",2011-07-22,48,1,0,1,0
"19090",2011-07-23,62,1,0,0,0
"19091",2011-07-24,56,1,0,0,0
"19092",2011-07-25,58,1,1,1,0
"19093",2011-07-26,74,1,1,1,0
"19094",2011-07-27,71,1,1,1,0
"19095",2011-07-28,57,1,0,1,0
"19096",2011-07-29,71,1,1,1,0
"19097",2011-07-30,58,1,1,0,0
"19098",2011-07-31,83,1,1,0,0
"19099",2011-08-01,62,1,1,1,0
"19100",2011-08-02,65,1,1,1,0
"19101",2011-08-03,71,1,1,1,0
"19102",2011-08-04,88,1,1,1,0
"19103",2011-08-05,70,1,0,1,0
"19104",2011-08-06,71,1,0,0,0
"19105",2011-08-07,56,1,0,0,0
"19106",2011-08-08,56,1,0,1,0
"19107",2011-08-09,51,1,0,1,0
"19108",2011-08-10,68,1,0,1,0
"19109",2011-08-11,74,1,0,1,0
"19110",2011-08-12,83,1,1,1,0
"19111",2011-08-13,58,1,1,0,0
"19112",2011-08-14,54,1,1,0,0
"19113",2011-08-15,64,1,0,1,0
"19114",2011-08-16,50,1,1,1,0
"19115",2011-08-17,60,1,1,1,0
"19116",2011-08-18,68,1,1,1,0
"19117",2011-08-19,78,1,1,1,0
"19118",2011-08-20,68,1,1,0,0
"19119",2011-08-21,48,1,1,0,0
"19120",2011-08-22,66,1,0,1,0
"19121",2011-08-23,53,1,0,1,0
"19122",2011-08-24,62,1,0,1,0
"19123",2011-08-25,70,1,0,1,0
"19124",2011-08-26,54,1,0,1,0
"19125",2011-08-27,56,1,0,0,0
"19126",2011-08-28,70,1,0,0,0
"19127",2011-08-29,68,1,1,1,0
"19128",2011-08-30,62,1,1,1,0
"19129",2011-08-31,68,1,1,1,0
"19130",2011-09-01,80,1,0,1,0
"19131",2011-09-02,60,1,0,1,0
"19132",2011-09-03,64,1,0,0,0
"19133",2011-09-04,57,1,0,0,0
"19134",2011-09-05,50,1,0,1,0
"19135",2011-09-06,58,1,0,1,0
"19136",2011-09-07,73,1,0,1,0
"19137",2011-09-08,50,1,1,1,0
"19138",2011-09-09,62,1,1,1,0
"19139",2011-09-10,54,1,1,0,0
"19140",2011-09-11,63,1,1,0,0
"19141",2011-09-12,57,1,1,1,0
"19142",2011-09-13,61,1,1,1,0
"19143",2011-09-14,41,1,1,1,0
"19144",2011-09-15,49,1,0,1,0
"19145",2011-09-16,67,1,0,1,0
"19146",2011-09-17,57,1,0,0,0
"19147",2011-09-18,45,1,0,0,0
"19148",2011-09-19,58,1,0,1,0
"19149",2011-09-20,50,1,0,1,0
"19150",2011-09-21,66,1,0,1,0
"19151",2011-09-22,62,1,0,1,0
"19152",2011-09-23,73,1,1,1,0
"19153",2011-09-24,42,1,1,0,0
"19154",2011-09-25,47,1,1,0,0
"19155",2011-09-26,58,1,1,1,0
"19156",2011-09-27,48,1,1,1,0
"19157",2011-09-28,65,1,1,1,0
"19158",2011-09-29,72,1,0,1,0
"19159",2011-09-30,60,1,0,1,0
"19160",2011-10-01,57,1,0,0,0
"19161",2011-10-02,46,1,0,0,0
"19162",2011-10-03,57,1,0,1,0
"19163",2011-10-04,64,1,0,1,0
"19164",2011-10-05,61,1,0,1,0
"19165",2011-10-06,62,1,0,1,0
"19166",2011-10-07,74,1,0,1,0
"19167",2011-10-08,60,1,0,0,0
"19168",2011-10-09,57,1,0,0,0
"19169",2011-10-10,46,1,0,1,0
"19170",2011-10-11,64,1,0,1,0
"19171",2011-10-12,63,1,0,1,0
"19172",2011-10-13,35,1,0,1,0
"19173",2011-10-14,74,1,0,1,0
"19174",2011-10-15,47,1,0,0,0
"19175",2011-10-16,43,1,0,0,0
"19176",2011-10-17,56,1,0,1,0
"19177",2011-10-18,57,1,0,1,0
"19178",2011-10-19,38,1,0,1,0
"19179",2011-10-20,58,1,0,1,0
"19180",2011-10-21,52,1,0,1,0
"19181",2011-10-22,38,1,0,0,0
"19182",2011-10-23,78,1,0,0,0
"19183",2011-10-24,60,1,0,1,0
"19184",2011-10-25,58,1,0,1,0
"19185",2011-10-26,49,1,0,1,0
"19186",2011-10-27,59,1,0,1,0
"19187",2011-10-28,65,1,0,1,0
"19188",2011-10-29,52,1,0,0,0
"19189",2011-10-30,40,1,0,0,0
"19190",2011-10-31,65,1,0,1,0
"19191",2011-11-01,68,1,0,1,0
"19192",2011-11-02,64,1,0,1,0
"19193",2011-11-03,46,1,0,1,0
"19194",2011-11-04,64,1,0,1,0
"19195",2011-11-05,39,1,0,0,0
"19196",2011-11-06,47,1,0,0,0
"19197",2011-11-07,53,1,0,1,0
"19198",2011-11-08,52,1,0,1,0
"19199",2011-11-09,60,1,0,1,0
"19200",2011-11-10,42,1,0,1,0
"19201",2011-11-11,68,1,0,1,0
"19202",2011-11-12,62,1,0,0,0
"19203",2011-11-13,56,1,0,0,0
"19204",2011-11-14,52,1,0,1,0
"19205",2011-11-15,57,1,0,1,0
"19206",2011-11-16,53,1,0,1,0
"19207",2011-11-17,68,1,0,1,0
"19208",2011-11-18,62,1,0,1,0
"19209",2011-11-19,41,1,0,0,0
"19210",2011-11-20,62,1,0,0,0
"19211",2011-11-21,52,1,0,1,0
"19212",2011-11-22,56,1,0,1,0
"19213",2011-11-23,62,1,0,1,0
"19214",2011-11-24,41,1,0,1,0
"19215",2011-11-25,43,1,0,1,0
"19216",2011-11-26,39,1,0,0,0
"19217",2011-11-27,46,1,0,0,0
"19218",2011-11-28,52,1,0,1,0
"19219",2011-11-29,32,1,0,1,0
"19220",2011-11-30,53,1,0,1,0
"19221",2011-12-01,72,1,0,1,0
"19222",2011-12-02,54,1,0,1,0
"19223",2011-12-03,44,1,0,0,0
"19224",2011-12-04,47,1,0,0,0
"19225",2011-12-05,59,1,0,1,0
"19226",2011-12-06,47,1,0,1,0
"19227",2011-12-07,43,1,0,1,0
"19228",2011-12-08,43,1,0,1,0
"19229",2011-12-09,62,1,0,1,0
"19230",2011-12-10,51,1,0,0,0
"19231",2011-12-11,33,1,0,0,0
"19232",2011-12-12,61,1,0,1,0
"19233",2011-12-13,61,1,0,1,0
"19234",2011-12-14,47,1,0,1,0
"19235",2011-12-15,58,1,0,1,0
"19236",2011-12-16,64,1,0,1,0
"19237",2011-12-17,43,1,0,0,0
"19238",2011-12-18,45,1,0,0,0
"19239",2011-12-19,45,1,0,1,0
"19240",2011-12-20,69,1,0,1,0
"19241",2011-12-21,62,1,0,1,0
"19242",2011-12-22,48,1,0,1,0
"19243",2011-12-23,52,1,0,1,0
"19244",2011-12-24,27,1,0,0,0
"19245",2011-12-25,19,1,0,0,0
"19246",2011-12-26,41,1,0,1,0
"19247",2011-12-27,43,1,0,1,0
"19248",2011-12-28,47,1,0,1,0
"19249",2011-12-29,45,1,0,1,0
"19250",2011-12-30,51,1,0,1,0
"19251",2011-12-31,39,1,0,0,0
"19252",2012-01-01,79,1,0,0,0
"19253",2012-01-02,37,1,0,1,0
"19254",2012-01-03,39,1,0,1,0
"19255",2012-01-04,49,1,0,1,0
"19256",2012-01-05,49,1,0,1,0
"19257",2012-01-06,50,1,0,1,0
"19258",2012-01-07,42,1,0,0,0
"19259",2012-01-08,43,1,0,0,0
"19260",2012-01-09,53,1,0,1,0
"19261",2012-01-10,42,1,0,1,0
"19262",2012-01-11,48,1,0,1,0
"19263",2012-01-12,55,1,0,1,0
"19264",2012-01-13,38,1,0,1,0
"19265",2012-01-14,38,1,0,0,0
"19266",2012-01-15,40,1,0,0,0
"19267",2012-01-16,49,1,0,1,0
"19268",2012-01-17,48,1,0,1,0
"19269",2012-01-18,39,1,0,1,0
"19270",2012-01-19,47,1,0,1,0
"19271",2012-01-20,48,1,0,1,0
"19272",2012-01-21,41,1,0,0,0
"19273",2012-01-22,34,1,0,0,0
"19274",2012-01-23,54,1,0,1,0
"19275",2012-01-24,54,1,0,1,0
"19276",2012-01-25,52,1,0,1,0
"19277",2012-01-26,56,1,0,1,0
"19278",2012-01-27,50,1,0,1,0
"19279",2012-01-28,51,1,0,0,0
"19280",2012-01-29,38,1,0,0,0
"19281",2012-01-30,48,1,0,1,0
"19282",2012-01-31,58,1,0,1,0
"19283",2012-02-01,61,1,0,1,0
"19284",2012-02-02,52,1,0,1,0
"19285",2012-02-03,50,1,0,1,0
"19286",2012-02-04,59,1,0,0,0
"19287",2012-02-05,35,1,0,0,0
"19288",2012-02-06,44,1,0,1,0
"19289",2012-02-07,42,1,0,1,0
"19290",2012-02-08,53,1,0,1,0
"19291",2012-02-09,44,1,0,1,0
"19292",2012-02-10,46,1,0,1,0
"19293",2012-02-11,33,1,0,0,0
"19294",2012-02-12,48,1,0,0,0
"19295",2012-02-13,32,1,0,1,0
"19296",2012-02-14,60,1,0,1,0
"19297",2012-02-15,39,1,0,1,0
"19298",2012-02-16,41,1,0,1,0
"19299",2012-02-17,54,1,0,1,0
"19300",2012-02-18,39,1,0,0,0
"19301",2012-02-19,38,1,0,0,0
"19302",2012-02-20,35,1,0,1,0
"19303",2012-02-21,51,1,0,1,0
"19304",2012-02-22,56,1,0,1,0
"19305",2012-02-23,40,1,0,1,0
"19306",2012-02-24,43,1,0,1,0
"19307",2012-02-25,38,1,0,0,0
"19308",2012-02-26,49,1,0,0,0
"19309",2012-02-27,55,1,0,1,0
"19310",2012-02-28,51,1,0,1,0
"19311",2012-02-29,36,1,0,1,0
"19312",2012-03-01,59,1,0,1,0
"19313",2012-03-02,54,1,0,1,0
"19314",2012-03-03,35,1,0,0,0
"19315",2012-03-04,37,1,0,0,0
"19316",2012-03-05,36,1,0,1,0
"19317",2012-03-06,61,1,0,1,0
"19318",2012-03-07,67,1,0,1,0
"19319",2012-03-08,52,1,0,1,0
"19320",2012-03-09,62,1,0,1,0
"19321",2012-03-10,54,1,0,0,0
"19322",2012-03-11,43,1,0,0,0
"19323",2012-03-12,44,1,0,1,0
"19324",2012-03-13,59,1,0,1,0
"19325",2012-03-14,45,1,0,1,0
"19326",2012-03-15,53,1,0,1,0
"19327",2012-03-16,52,1,0,1,0
"19328",2012-03-17,65,1,0,0,0
"19329",2012-03-18,39,1,0,0,0
"19330",2012-03-19,59,1,0,1,0
"19331",2012-03-20,58,1,0,1,0
"19332",2012-03-21,59,1,0,1,0
"19333",2012-03-22,61,1,0,1,0
"19334",2012-03-23,78,1,0,1,0
"19335",2012-03-24,46,1,0,0,0
"19336",2012-03-25,53,1,0,0,0
"19337",2012-03-26,62,1,0,1,0
"19338",2012-03-27,53,1,0,1,0
"19339",2012-03-28,49,1,0,1,0
"19340",2012-03-29,52,1,0,1,0
"19341",2012-03-30,57,1,0,1,0
"19342",2012-03-31,56,1,0,0,0
"19343",2012-04-01,61,1,0,0,0
"19344",2012-04-02,58,1,0,1,0
"19345",2012-04-03,49,1,0,1,0
"19346",2012-04-04,54,1,0,1,0
"19347",2012-04-05,37,1,0,1,0
"19348",2012-04-06,43,1,0,1,0
"19349",2012-04-07,52,1,0,0,0
"19350",2012-04-08,48,1,0,0,0
"19351",2012-04-09,58,1,0,1,0
"19352",2012-04-10,41,1,0,1,0
"19353",2012-04-11,52,1,0,1,0
"19354",2012-04-12,72,1,0,1,0
"19355",2012-04-13,56,1,1,1,0
"19356",2012-04-14,43,1,1,0,0
"19357",2012-04-15,63,1,1,0,0
"19358",2012-04-16,45,1,1,1,0
"19359",2012-04-17,57,1,1,1,0
"19360",2012-04-18,62,1,1,1,0
"19361",2012-04-19,54,1,1,1,0
"19362",2012-04-20,50,1,0,1,0
"19363",2012-04-21,54,1,0,0,0
"19364",2012-04-22,41,1,0,0,0
"19365",2012-04-23,44,1,0,1,0
"19366",2012-04-24,48,1,0,1,0
"19367",2012-04-25,60,1,0,1,0
"19368",2012-04-26,50,1,1,1,0
"19369",2012-04-27,52,1,1,1,0
"19370",2012-04-28,40,1,1,0,0
"19371",2012-04-29,55,1,1,0,0
"19372",2012-04-30,48,1,0,1,0
"19373",2012-05-01,63,1,1,1,0
"19374",2012-05-02,64,1,1,1,0
"19375",2012-05-03,47,1,1,1,0
"19376",2012-05-04,67,1,0,1,0
"19377",2012-05-05,53,1,0,0,0
"19378",2012-05-06,55,1,0,0,0
"19379",2012-05-07,53,1,0,1,0
"19380",2012-05-08,52,1,0,1,0
"19381",2012-05-09,52,1,0,1,0
"19382",2012-05-10,51,1,0,1,0
"19383",2012-05-11,77,1,1,1,0
"19384",2012-05-12,38,1,1,0,0
"19385",2012-05-13,47,1,1,0,0
"19386",2012-05-14,52,1,1,1,0
"19387",2012-05-15,60,1,1,1,0
"19388",2012-05-16,59,1,0,1,0
"19389",2012-05-17,70,1,0,1,0
"19390",2012-05-18,62,1,0,1,0
"19391",2012-05-19,52,1,0,0,0
"19392",2012-05-20,48,1,0,0,0
"19393",2012-05-21,57,1,0,1,0
"19394",2012-05-22,57,1,1,1,0
"19395",2012-05-23,72,1,1,1,0
"19396",2012-05-24,56,1,1,1,0
"19397",2012-05-25,68,1,1,1,0
"19398",2012-05-26,47,1,1,0,0
"19399",2012-05-27,46,1,1,0,0
"19400",2012-05-28,55,1,0,1,0
"19401",2012-05-29,69,1,0,1,0
"19402",2012-05-30,65,1,0,1,0
"19403",2012-05-31,52,1,0,1,0
"19404",2012-06-01,81,1,1,1,0
"19405",2012-06-02,45,1,1,0,0
"19406",2012-06-03,67,1,1,0,0
"19407",2012-06-04,53,1,0,1,0
"19408",2012-06-05,60,1,1,1,0
"19409",2012-06-06,61,1,1,1,0
"19410",2012-06-07,56,1,1,1,0
"19411",2012-06-08,74,1,1,1,0
"19412",2012-06-09,48,1,1,0,0
"19413",2012-06-10,50,1,1,0,0
"19414",2012-06-11,61,1,0,1,0
"19415",2012-06-12,71,1,0,1,0
"19416",2012-06-13,63,1,0,1,0
"19417",2012-06-14,56,1,0,1,0
"19418",2012-06-15,65,1,0,1,0
"19419",2012-06-16,65,1,0,0,0
"19420",2012-06-17,59,1,0,0,0
"19421",2012-06-18,68,1,1,1,0
"19422",2012-06-19,72,1,1,1,0
"19423",2012-06-20,70,1,1,1,0
"19424",2012-06-21,60,1,0,1,0
"19425",2012-06-22,61,1,1,1,0
"19426",2012-06-23,51,1,1,0,0
"19427",2012-06-24,53,1,1,0,0
"19428",2012-06-25,59,1,0,1,0
"19429",2012-06-26,54,1,0,1,0
"19430",2012-06-27,51,1,0,1,0
"19431",2012-06-28,58,1,0,1,0
"19432",2012-06-29,69,1,0,1,0
"19433",2012-06-30,53,1,0,0,0
"19434",2012-07-01,68,1,0,0,0
"19435",2012-07-02,60,1,0,1,0
"19436",2012-07-03,69,1,1,1,0
"19437",2012-07-04,54,1,1,1,0
"19438",2012-07-05,42,1,1,1,0
"19439",2012-07-06,55,1,1,1,0
"19440",2012-07-07,64,1,1,0,0
"19441",2012-07-08,47,1,1,0,0
"19442",2012-07-09,77,1,0,1,0
"19443",2012-07-10,52,1,0,1,0
"19444",2012-07-11,76,1,0,1,0
"19445",2012-07-12,56,1,0,1,0
"19446",2012-07-13,68,1,0,1,0
"19447",2012-07-14,65,1,0,0,0
"19448",2012-07-15,59,1,0,0,0
"19449",2012-07-16,54,1,0,1,0
"19450",2012-07-17,59,1,0,1,0
"19451",2012-07-18,53,1,0,1,0
"19452",2012-07-19,42,1,0,1,0
"19453",2012-07-20,62,1,0,1,0
"19454",2012-07-21,46,1,0,0,0
"19455",2012-07-22,48,1,0,0,0
"19456",2012-07-23,66,1,1,1,0
"19457",2012-07-24,57,1,1,1,0
"19458",2012-07-25,58,1,1,1,0
"19459",2012-07-26,70,1,0,1,0
"19460",2012-07-27,63,1,0,1,0
"19461",2012-07-28,64,1,0,0,0
"19462",2012-07-29,42,1,0,0,0
"19463",2012-07-30,70,1,0,1,0
"19464",2012-07-31,62,1,0,1,0
"19465",2012-08-01,66,1,0,1,0
"19466",2012-08-02,74,1,0,1,0
"19467",2012-08-03,67,1,1,1,0
"19468",2012-08-04,51,1,1,0,0
"19469",2012-08-05,50,1,1,0,0
"19470",2012-08-06,63,1,1,1,0
"19471",2012-08-07,66,1,1,1,0
"19472",2012-08-08,61,1,1,1,0
"19473",2012-08-09,55,1,0,1,0
"19474",2012-08-10,59,1,1,1,0
"19475",2012-08-11,65,1,1,0,0
"19476",2012-08-12,42,1,1,0,0
"19477",2012-08-13,67,1,0,1,0
"19478",2012-08-14,66,1,0,1,0
"19479",2012-08-15,55,1,0,1,0
"19480",2012-08-16,60,1,0,1,0
"19481",2012-08-17,61,1,0,1,0
"19482",2012-08-18,60,1,0,0,0
"19483",2012-08-19,59,1,0,0,0
"19484",2012-08-20,49,1,1,1,0
"19485",2012-08-21,67,1,1,1,0
"19486",2012-08-22,46,1,1,1,0
"19487",2012-08-23,59,1,0,1,0
"19488",2012-08-24,58,1,1,1,0
"19489",2012-08-25,64,1,1,0,0
"19490",2012-08-26,50,1,1,0,0
"19491",2012-08-27,51,1,0,1,0
"19492",2012-08-28,56,1,0,1,0
"19493",2012-08-29,57,1,0,1,0
"19494",2012-08-30,68,1,0,1,0
"19495",2012-08-31,65,1,0,1,0
"19496",2012-09-01,72,1,0,0,0
"19497",2012-09-02,42,1,0,0,0
"19498",2012-09-03,51,1,1,1,0
"19499",2012-09-04,64,1,1,1,0
"19500",2012-09-05,52,1,1,1,0
"19501",2012-09-06,73,1,0,1,0
"19502",2012-09-07,48,1,1,1,0
"19503",2012-09-08,51,1,1,0,0
"19504",2012-09-09,39,1,1,0,0
"19505",2012-09-10,51,1,1,1,0
"19506",2012-09-11,66,1,1,1,0
"19507",2012-09-12,59,1,1,1,0
"19508",2012-09-13,57,1,0,1,0
"19509",2012-09-14,63,1,0,1,0
"19510",2012-09-15,52,1,0,0,0
"19511",2012-09-16,47,1,0,0,0
"19512",2012-09-17,58,1,1,1,0
"19513",2012-09-18,55,1,0,1,0
"19514",2012-09-19,48,1,0,1,0
"19515",2012-09-20,67,1,0,1,0
"19516",2012-09-21,78,1,0,1,0
"19517",2012-09-22,66,1,0,0,0
"19518",2012-09-23,49,1,0,0,0
"19519",2012-09-24,49,1,1,1,0
"19520",2012-09-25,59,1,1,1,0
"19521",2012-09-26,59,1,1,1,0
"19522",2012-09-27,57,1,1,1,0
"19523",2012-09-28,70,1,1,1,0
"19524",2012-09-29,54,1,1,0,0
"19525",2012-09-30,54,1,1,0,0
"19526",2012-10-01,59,1,0,1,0
"19527",2012-10-02,67,1,0,1,0
"19528",2012-10-03,54,1,0,1,0
"19529",2012-10-04,57,1,0,1,0
"19530",2012-10-05,63,1,0,1,0
"19531",2012-10-06,57,1,0,0,0
"19532",2012-10-07,44,1,0,0,0
"19533",2012-10-08,55,1,0,1,0
"19534",2012-10-09,57,1,0,1,0
"19535",2012-10-10,49,1,0,1,0
"19536",2012-10-11,58,1,0,1,0
"19537",2012-10-12,52,1,0,1,0
"19538",2012-10-13,53,1,0,0,0
"19539",2012-10-14,57,1,0,0,0
"19540",2012-10-15,54,1,0,1,0
"19541",2012-10-16,59,1,0,1,0
"19542",2012-10-17,69,1,0,1,0
"19543",2012-10-18,49,1,0,1,0
"19544",2012-10-19,60,1,0,1,0
"19545",2012-10-20,58,1,0,0,0
"19546",2012-10-21,40,1,0,0,0
"19547",2012-10-22,64,1,0,1,0
"19548",2012-10-23,58,1,0,1,0
"19549",2012-10-24,54,1,0,1,0
"19550",2012-10-25,38,1,0,1,0
"19551",2012-10-26,64,1,0,1,0
"19552",2012-10-27,60,1,0,0,0
"19553",2012-10-28,46,1,0,0,0
"19554",2012-10-29,53,1,0,1,0
"19555",2012-10-30,55,1,0,1,0
"19556",2012-10-31,78,1,0,1,0
"19557",2012-11-01,68,1,0,1,0
"19558",2012-11-02,59,1,0,1,0
"19559",2012-11-03,42,1,0,0,0
"19560",2012-11-04,45,1,0,0,0
"19561",2012-11-05,59,1,0,1,0
"19562",2012-11-06,60,1,0,1,0
"19563",2012-11-07,55,1,0,1,0
"19564",2012-11-08,57,1,0,1,0
"19565",2012-11-09,72,1,0,1,0
"19566",2012-11-10,54,1,0,0,0
"19567",2012-11-11,56,1,0,0,0
"19568",2012-11-12,45,1,0,1,0
"19569",2012-11-13,53,1,0,1,0
"19570",2012-11-14,57,1,0,1,0
"19571",2012-11-15,64,1,0,1,0
"19572",2012-11-16,62,1,0,1,0
"19573",2012-11-17,59,1,0,0,0
"19574",2012-11-18,49,1,0,0,0
"19575",2012-11-19,64,1,0,1,0
"19576",2012-11-20,66,1,0,1,0
"19577",2012-11-21,66,1,0,1,0
"19578",2012-11-22,26,1,0,1,0
"19579",2012-11-23,53,1,0,1,0
"19580",2012-11-24,55,1,0,0,0
"19581",2012-11-25,51,1,0,0,0
"19582",2012-11-26,44,1,0,1,0
"19583",2012-11-27,60,1,0,1,0
"19584",2012-11-28,70,1,0,1,0
"19585",2012-11-29,57,1,0,1,0
"19586",2012-11-30,80,1,0,1,0
"19587",2012-12-01,62,1,0,0,0
"19588",2012-12-02,49,1,0,0,0
"19589",2012-12-03,41,1,0,1,0
"19590",2012-12-04,60,1,0,1,0
"19591",2012-12-05,45,1,0,1,0
"19592",2012-12-06,49,1,0,1,0
"19593",2012-12-07,52,1,0,1,0
"19594",2012-12-08,56,1,0,0,0
