"","Date","Count","DayNight","Game","Weekday","Area"
"3728",2011-03-05,25,0,0,0,0
"3729",2011-03-06,27,0,0,0,0
"3730",2011-03-07,28,0,0,1,0
"3731",2011-03-08,34,0,0,1,0
"3732",2011-03-09,34,0,0,1,0
"3733",2011-03-10,26,0,0,1,0
"3734",2011-03-11,38,0,0,1,0
"3735",2011-03-12,24,0,0,0,0
"3736",2011-03-13,34,0,0,0,0
"3737",2011-03-14,25,0,0,1,0
"3738",2011-03-15,31,0,0,1,0
"3739",2011-03-16,35,0,0,1,0
"3740",2011-03-17,37,0,0,1,0
"3741",2011-03-18,32,0,0,1,0
"3742",2011-03-19,32,0,0,0,0
"3743",2011-03-20,42,0,0,0,0
"3744",2011-03-21,39,0,0,1,0
"3745",2011-03-22,35,0,0,1,0
"3746",2011-03-23,27,0,0,1,0
"3747",2011-03-24,35,0,0,1,0
"3748",2011-03-25,24,0,0,1,0
"3749",2011-03-26,25,0,0,0,0
"3750",2011-03-27,37,0,0,0,0
"3751",2011-03-28,32,0,0,1,0
"3752",2011-03-29,26,0,0,1,0
"3753",2011-03-30,23,0,0,1,0
"3754",2011-03-31,33,0,0,1,0
"3755",2011-04-01,24,0,0,1,0
"3756",2011-04-02,43,0,0,0,0
"3757",2011-04-03,37,0,0,0,0
"3758",2011-04-04,40,0,0,1,0
"3759",2011-04-05,30,0,0,1,0
"3760",2011-04-06,35,0,0,1,0
"3761",2011-04-07,31,0,1,1,0
"3762",2011-04-08,30,0,1,1,0
"3763",2011-04-09,28,0,1,0,0
"3764",2011-04-10,41,0,1,0,0
"3765",2011-04-11,34,0,1,1,0
"3766",2011-04-12,35,0,1,1,0
"3767",2011-04-13,32,0,1,1,0
"3768",2011-04-14,36,0,0,1,0
"3769",2011-04-15,40,0,1,1,0
"3770",2011-04-16,23,0,1,0,0
"3771",2011-04-17,35,0,1,0,0
"3772",2011-04-18,35,0,0,1,0
"3773",2011-04-19,21,0,0,1,0
"3774",2011-04-20,27,0,0,1,0
"3775",2011-04-21,26,0,0,1,0
"3776",2011-04-22,31,0,0,1,0
"3777",2011-04-23,28,0,0,0,0
"3778",2011-04-24,22,0,0,0,0
"3779",2011-04-25,37,0,0,1,0
"3780",2011-04-26,29,0,0,1,0
"3781",2011-04-27,24,0,0,1,0
"3782",2011-04-28,29,0,0,1,0
"3783",2011-04-29,30,0,1,1,0
"3784",2011-04-30,37,0,1,0,0
"3785",2011-05-01,43,0,1,0,0
"3786",2011-05-02,32,0,1,1,0
"3787",2011-05-03,34,0,1,1,0
"3788",2011-05-04,31,0,1,1,0
"3789",2011-05-05,34,0,0,1,0
"3790",2011-05-06,38,0,0,1,0
"3791",2011-05-07,35,0,0,0,0
"3792",2011-05-08,41,0,0,0,0
"3793",2011-05-09,33,0,0,1,0
"3794",2011-05-10,30,0,0,1,0
"3795",2011-05-11,45,0,0,1,0
"3796",2011-05-12,30,0,0,1,0
"3797",2011-05-13,42,0,0,1,0
"3798",2011-05-14,42,0,0,0,0
"3799",2011-05-15,35,0,0,0,0
"3800",2011-05-16,26,0,1,1,0
"3801",2011-05-17,32,0,1,1,0
"3802",2011-05-18,26,0,1,1,0
"3803",2011-05-19,29,0,1,1,0
"3804",2011-05-20,34,0,1,1,0
"3805",2011-05-21,29,0,1,0,0
"3806",2011-05-22,38,0,1,0,0
"3807",2011-05-23,42,0,0,1,0
"3808",2011-05-24,40,0,0,1,0
"3809",2011-05-25,38,0,0,1,0
"3810",2011-05-26,25,0,0,1,0
"3811",2011-05-27,34,0,0,1,0
"3812",2011-05-28,37,0,0,0,0
"3813",2011-05-29,39,0,0,0,0
"3814",2011-05-30,45,0,0,1,0
"3815",2011-05-31,33,0,0,1,0
"3816",2011-06-01,25,0,0,1,0
"3817",2011-06-02,38,0,0,1,0
"3818",2011-06-03,29,0,1,1,0
"3819",2011-06-04,56,0,1,0,0
"3820",2011-06-05,40,0,1,0,0
"3821",2011-06-06,26,0,1,1,0
"3822",2011-06-07,34,0,1,1,0
"3823",2011-06-08,30,0,1,1,0
"3824",2011-06-09,27,0,1,1,0
"3825",2011-06-10,31,0,1,1,0
"3826",2011-06-11,37,0,1,0,0
"3827",2011-06-12,29,0,1,0,0
"3828",2011-06-13,38,0,0,1,0
"3829",2011-06-14,32,0,0,1,0
"3830",2011-06-15,39,0,0,1,0
"3831",2011-06-16,30,0,0,1,0
"3832",2011-06-17,46,0,0,1,0
"3833",2011-06-18,36,0,0,0,0
"3834",2011-06-19,37,0,0,0,0
"3835",2011-06-20,43,0,1,1,0
"3836",2011-06-21,49,0,1,1,0
"3837",2011-06-22,32,0,1,1,0
"3838",2011-06-23,29,0,0,1,0
"3839",2011-06-24,27,0,1,1,0
"3840",2011-06-25,39,0,1,0,0
"3841",2011-06-26,45,0,1,0,0
"3842",2011-06-27,37,0,0,1,0
"3843",2011-06-28,38,0,0,1,0
"3844",2011-06-29,41,0,0,1,0
"3845",2011-06-30,35,0,0,1,0
"3846",2011-07-01,24,0,0,1,0
"3847",2011-07-02,45,0,0,0,0
"3848",2011-07-03,36,0,0,0,0
"3849",2011-07-04,34,0,1,1,0
"3850",2011-07-05,42,0,1,1,0
"3851",2011-07-06,41,0,1,1,0
"3852",2011-07-07,37,0,1,1,0
"3853",2011-07-08,41,0,1,1,0
"3854",2011-07-09,36,0,1,0,0
"3855",2011-07-10,39,0,1,0,0
"3856",2011-07-11,40,0,0,1,0
"3857",2011-07-12,51,0,0,1,0
"3858",2011-07-13,46,0,0,1,0
"3859",2011-07-14,36,0,0,1,0
"3860",2011-07-15,31,0,0,1,0
"3861",2011-07-16,40,0,0,0,0
"3862",2011-07-17,48,0,0,0,0
"3863",2011-07-18,43,0,0,1,0
"3864",2011-07-19,26,0,0,1,0
"3865",2011-07-20,31,0,0,1,0
"3866",2011-07-21,34,0,0,1,0
"3867",2011-07-22,29,0,0,1,0
"3868",2011-07-23,44,0,0,0,0
"3869",2011-07-24,33,0,0,0,0
"3870",2011-07-25,35,0,1,1,0
"3871",2011-07-26,43,0,1,1,0
"3872",2011-07-27,36,0,1,1,0
"3873",2011-07-28,32,0,0,1,0
"3874",2011-07-29,42,0,1,1,0
"3875",2011-07-30,34,0,1,0,0
"3876",2011-07-31,40,0,1,0,0
"3877",2011-08-01,37,0,1,1,0
"3878",2011-08-02,30,0,1,1,0
"3879",2011-08-03,33,0,1,1,0
"3880",2011-08-04,32,0,1,1,0
"3881",2011-08-05,36,0,0,1,0
"3882",2011-08-06,45,0,0,0,0
"3883",2011-08-07,43,0,0,0,0
"3884",2011-08-08,27,0,0,1,0
"3885",2011-08-09,33,0,0,1,0
"3886",2011-08-10,24,0,0,1,0
"3887",2011-08-11,26,0,0,1,0
"3888",2011-08-12,40,0,1,1,0
"3889",2011-08-13,44,0,1,0,0
"3890",2011-08-14,50,0,1,0,0
"3891",2011-08-15,31,0,0,1,0
"3892",2011-08-16,33,0,1,1,0
"3893",2011-08-17,43,0,1,1,0
"3894",2011-08-18,34,0,1,1,0
"3895",2011-08-19,33,0,1,1,0
"3896",2011-08-20,37,0,1,0,0
"3897",2011-08-21,47,0,1,0,0
"3898",2011-08-22,38,0,0,1,0
"3899",2011-08-23,27,0,0,1,0
"3900",2011-08-24,35,0,0,1,0
"3901",2011-08-25,37,0,0,1,0
"3902",2011-08-26,41,0,0,1,0
"3903",2011-08-27,50,0,0,0,0
"3904",2011-08-28,40,0,0,0,0
"3905",2011-08-29,30,0,1,1,0
"3906",2011-08-30,35,0,1,1,0
"3907",2011-08-31,45,0,1,1,0
"3908",2011-09-01,41,0,0,1,0
"3909",2011-09-02,31,0,0,1,0
"3910",2011-09-03,41,0,0,0,0
"3911",2011-09-04,45,0,0,0,0
"3912",2011-09-05,24,0,0,1,0
"3913",2011-09-06,34,0,0,1,0
"3914",2011-09-07,24,0,0,1,0
"3915",2011-09-08,31,0,1,1,0
"3916",2011-09-09,41,0,1,1,0
"3917",2011-09-10,44,0,1,0,0
"3918",2011-09-11,40,0,1,0,0
"3919",2011-09-12,31,0,1,1,0
"3920",2011-09-13,33,0,1,1,0
"3921",2011-09-14,44,0,1,1,0
"3922",2011-09-15,32,0,0,1,0
"3923",2011-09-16,33,0,0,1,0
"3924",2011-09-17,31,0,0,0,0
"3925",2011-09-18,36,0,0,0,0
"3926",2011-09-19,35,0,0,1,0
"3927",2011-09-20,35,0,0,1,0
"3928",2011-09-21,23,0,0,1,0
"3929",2011-09-22,33,0,0,1,0
"3930",2011-09-23,39,0,1,1,0
"3931",2011-09-24,29,0,1,0,0
"3932",2011-09-25,36,0,1,0,0
"3933",2011-09-26,22,0,1,1,0
"3934",2011-09-27,35,0,1,1,0
"3935",2011-09-28,34,0,1,1,0
"3936",2011-09-29,38,0,0,1,0
"3937",2011-09-30,33,0,0,1,0
"3938",2011-10-01,34,0,0,0,0
"3939",2011-10-02,40,0,0,0,0
"3940",2011-10-03,36,0,0,1,0
"3941",2011-10-04,31,0,0,1,0
"3942",2011-10-05,30,0,0,1,0
"3943",2011-10-06,28,0,0,1,0
"3944",2011-10-07,33,0,0,1,0
"3945",2011-10-08,35,0,0,0,0
"3946",2011-10-09,50,0,0,0,0
"3947",2011-10-10,28,0,0,1,0
"3948",2011-10-11,35,0,0,1,0
"3949",2011-10-12,39,0,0,1,0
"3950",2011-10-13,19,0,0,1,0
"3951",2011-10-14,37,0,0,1,0
"3952",2011-10-15,29,0,0,0,0
"3953",2011-10-16,29,0,0,0,0
"3954",2011-10-17,34,0,0,1,0
"3955",2011-10-18,40,0,0,1,0
"3956",2011-10-19,20,0,0,1,0
"3957",2011-10-20,33,0,0,1,0
"3958",2011-10-21,36,0,0,1,0
"3959",2011-10-22,30,0,0,0,0
"3960",2011-10-23,36,0,0,0,0
"3961",2011-10-24,32,0,0,1,0
"3962",2011-10-25,37,0,0,1,0
"3963",2011-10-26,35,0,0,1,0
"3964",2011-10-27,29,0,0,1,0
"3965",2011-10-28,33,0,0,1,0
"3966",2011-10-29,31,0,0,0,0
"3967",2011-10-30,42,0,0,0,0
"3968",2011-10-31,24,0,0,1,0
"3969",2011-11-01,35,0,0,1,0
"3970",2011-11-02,35,0,0,1,0
"3971",2011-11-03,24,0,0,1,0
"3972",2011-11-04,33,0,0,1,0
"3973",2011-11-05,29,0,0,0,0
"3974",2011-11-06,51,0,0,0,0
"3975",2011-11-07,28,0,0,1,0
"3976",2011-11-08,26,0,0,1,0
"3977",2011-11-09,28,0,0,1,0
"3978",2011-11-10,27,0,0,1,0
"3979",2011-11-11,22,0,0,1,0
"3980",2011-11-12,36,0,0,0,0
"3981",2011-11-13,46,0,0,0,0
"3982",2011-11-14,36,0,0,1,0
"3983",2011-11-15,32,0,0,1,0
"3984",2011-11-16,37,0,0,1,0
"3985",2011-11-17,27,0,0,1,0
"3986",2011-11-18,26,0,0,1,0
"3987",2011-11-19,33,0,0,0,0
"3988",2011-11-20,31,0,0,0,0
"3989",2011-11-21,32,0,0,1,0
"3990",2011-11-22,28,0,0,1,0
"3991",2011-11-23,37,0,0,1,0
"3992",2011-11-24,23,0,0,1,0
"3993",2011-11-25,24,0,0,1,0
"3994",2011-11-26,34,0,0,0,0
"3995",2011-11-27,26,0,0,0,0
"3996",2011-11-28,37,0,0,1,0
"3997",2011-11-29,32,0,0,1,0
"3998",2011-11-30,37,0,0,1,0
"3999",2011-12-01,32,0,0,1,0
"4000",2011-12-02,39,0,0,1,0
"4001",2011-12-03,35,0,0,0,0
"4002",2011-12-04,33,0,0,0,0
"4003",2011-12-05,29,0,0,1,0
"4004",2011-12-06,31,0,0,1,0
"4005",2011-12-07,26,0,0,1,0
"4006",2011-12-08,21,0,0,1,0
"4007",2011-12-09,31,0,0,1,0
"4008",2011-12-10,26,0,0,0,0
"4009",2011-12-11,41,0,0,0,0
"4010",2011-12-12,28,0,0,1,0
"4011",2011-12-13,32,0,0,1,0
"4012",2011-12-14,32,0,0,1,0
"4013",2011-12-15,33,0,0,1,0
"4014",2011-12-16,31,0,0,1,0
"4015",2011-12-17,22,0,0,0,0
"4016",2011-12-18,39,0,0,0,0
"4017",2011-12-19,30,0,0,1,0
"4018",2011-12-20,36,0,0,1,0
"4019",2011-12-21,33,0,0,1,0
"4020",2011-12-22,31,0,0,1,0
"4021",2011-12-23,34,0,0,1,0
"4022",2011-12-24,27,0,0,0,0
"4023",2011-12-25,22,0,0,0,0
"4024",2011-12-26,20,0,0,1,0
"4025",2011-12-27,30,0,0,1,0
"4026",2011-12-28,34,0,0,1,0
"4027",2011-12-29,24,0,0,1,0
"4028",2011-12-30,33,0,0,1,0
"4029",2011-12-31,23,0,0,0,0
"4030",2012-01-01,34,0,0,0,0
"4031",2012-01-02,25,0,0,1,0
"4032",2012-01-03,28,0,0,1,0
"4033",2012-01-04,34,0,0,1,0
"4034",2012-01-05,32,0,0,1,0
"4035",2012-01-06,31,0,0,1,0
"4036",2012-01-07,19,0,0,0,0
"4037",2012-01-08,32,0,0,0,0
"4038",2012-01-09,28,0,0,1,0
"4039",2012-01-10,24,0,0,1,0
"4040",2012-01-11,20,0,0,1,0
"4041",2012-01-12,23,0,0,1,0
"4042",2012-01-13,33,0,0,1,0
"4043",2012-01-14,25,0,0,0,0
"4044",2012-01-15,26,0,0,0,0
"4045",2012-01-16,23,0,0,1,0
"4046",2012-01-17,27,0,0,1,0
"4047",2012-01-18,26,0,0,1,0
"4048",2012-01-19,26,0,0,1,0
"4049",2012-01-20,16,0,0,1,0
"4050",2012-01-21,23,0,0,0,0
"4051",2012-01-22,23,0,0,0,0
"4052",2012-01-23,20,0,0,1,0
"4053",2012-01-24,29,0,0,1,0
"4054",2012-01-25,30,0,0,1,0
"4055",2012-01-26,26,0,0,1,0
"4056",2012-01-27,32,0,0,1,0
"4057",2012-01-28,29,0,0,0,0
"4058",2012-01-29,29,0,0,0,0
"4059",2012-01-30,30,0,0,1,0
"4060",2012-01-31,18,0,0,1,0
"4061",2012-02-01,22,0,0,1,0
"4062",2012-02-02,30,0,0,1,0
"4063",2012-02-03,24,0,0,1,0
"4064",2012-02-04,22,0,0,0,0
"4065",2012-02-05,31,0,0,0,0
"4066",2012-02-06,25,0,0,1,0
"4067",2012-02-07,20,0,0,1,0
"4068",2012-02-08,29,0,0,1,0
"4069",2012-02-09,26,0,0,1,0
"4070",2012-02-10,22,0,0,1,0
"4071",2012-02-11,20,0,0,0,0
"4072",2012-02-12,20,0,0,0,0
"4073",2012-02-13,20,0,0,1,0
"4074",2012-02-14,17,0,0,1,0
"4075",2012-02-15,33,0,0,1,0
"4076",2012-02-16,33,0,0,1,0
"4077",2012-02-17,38,0,0,1,0
"4078",2012-02-18,22,0,0,0,0
"4079",2012-02-19,29,0,0,0,0
"4080",2012-02-20,24,0,0,1,0
"4081",2012-02-21,29,0,0,1,0
"4082",2012-02-22,27,0,0,1,0
"4083",2012-02-23,21,0,0,1,0
"4084",2012-02-24,27,0,0,1,0
"4085",2012-02-25,19,0,0,0,0
"4086",2012-02-26,28,0,0,0,0
"4087",2012-02-27,22,0,0,1,0
"4088",2012-02-28,25,0,0,1,0
"4089",2012-02-29,31,0,0,1,0
"4090",2012-03-01,26,0,0,1,0
"4091",2012-03-02,26,0,0,1,0
"4092",2012-03-03,18,0,0,0,0
"4093",2012-03-04,34,0,0,0,0
"4094",2012-03-05,20,0,0,1,0
"4095",2012-03-06,26,0,0,1,0
"4096",2012-03-07,31,0,0,1,0
"4097",2012-03-08,28,0,0,1,0
"4098",2012-03-09,35,0,0,1,0
"4099",2012-03-10,14,0,0,0,0
"4100",2012-03-11,22,0,0,0,0
"4101",2012-03-12,39,0,0,1,0
"4102",2012-03-13,39,0,0,1,0
"4103",2012-03-14,29,0,0,1,0
"4104",2012-03-15,35,0,0,1,0
"4105",2012-03-16,29,0,0,1,0
"4106",2012-03-17,32,0,0,0,0
"4107",2012-03-18,35,0,0,0,0
"4108",2012-03-19,35,0,0,1,0
"4109",2012-03-20,33,0,0,1,0
"4110",2012-03-21,30,0,0,1,0
"4111",2012-03-22,33,0,0,1,0
"4112",2012-03-23,28,0,0,1,0
"4113",2012-03-24,30,0,0,0,0
"4114",2012-03-25,35,0,0,0,0
"4115",2012-03-26,21,0,0,1,0
"4116",2012-03-27,34,0,0,1,0
"4117",2012-03-28,26,0,0,1,0
"4118",2012-03-29,25,0,0,1,0
"4119",2012-03-30,43,0,0,1,0
"4120",2012-03-31,28,0,0,0,0
"4121",2012-04-01,27,0,0,0,0
"4122",2012-04-02,27,0,0,1,0
"4123",2012-04-03,27,0,0,1,0
"4124",2012-04-04,31,0,0,1,0
"4125",2012-04-05,30,0,0,1,0
"4126",2012-04-06,25,0,0,1,0
"4127",2012-04-07,34,0,0,0,0
"4128",2012-04-08,35,0,0,0,0
"4129",2012-04-09,23,0,0,1,0
"4130",2012-04-10,32,0,0,1,0
"4131",2012-04-11,25,0,0,1,0
"4132",2012-04-12,27,0,0,1,0
"4133",2012-04-13,33,0,1,1,0
"4134",2012-04-14,32,0,1,0,0
"4135",2012-04-15,28,0,1,0,0
"4136",2012-04-16,37,0,1,1,0
"4137",2012-04-17,24,0,1,1,0
"4138",2012-04-18,21,0,1,1,0
"4139",2012-04-19,27,0,1,1,0
"4140",2012-04-20,32,0,0,1,0
"4141",2012-04-21,30,0,0,0,0
"4142",2012-04-22,37,0,0,0,0
"4143",2012-04-23,24,0,0,1,0
"4144",2012-04-24,29,0,0,1,0
"4145",2012-04-25,33,0,0,1,0
"4146",2012-04-26,25,0,1,1,0
"4147",2012-04-27,28,0,1,1,0
"4148",2012-04-28,30,0,1,0,0
"4149",2012-04-29,20,0,1,0,0
"4150",2012-04-30,28,0,0,1,0
"4151",2012-05-01,34,0,1,1,0
"4152",2012-05-02,35,0,1,1,0
"4153",2012-05-03,36,0,1,1,0
"4154",2012-05-04,31,0,0,1,0
"4155",2012-05-05,30,0,0,0,0
"4156",2012-05-06,22,0,0,0,0
"4157",2012-05-07,41,0,0,1,0
"4158",2012-05-08,34,0,0,1,0
"4159",2012-05-09,34,0,0,1,0
"4160",2012-05-10,32,0,0,1,0
"4161",2012-05-11,36,0,1,1,0
"4162",2012-05-12,23,0,1,0,0
"4163",2012-05-13,33,0,1,0,0
"4164",2012-05-14,33,0,1,1,0
"4165",2012-05-15,25,0,1,1,0
"4166",2012-05-16,24,0,0,1,0
"4167",2012-05-17,28,0,0,1,0
"4168",2012-05-18,36,0,0,1,0
"4169",2012-05-19,48,0,0,0,0
"4170",2012-05-20,46,0,0,0,0
"4171",2012-05-21,31,0,0,1,0
"4172",2012-05-22,46,0,1,1,0
"4173",2012-05-23,34,0,1,1,0
"4174",2012-05-24,33,0,1,1,0
"4175",2012-05-25,37,0,1,1,0
"4176",2012-05-26,37,0,1,0,0
"4177",2012-05-27,29,0,1,0,0
"4178",2012-05-28,38,0,0,1,0
"4179",2012-05-29,40,0,0,1,0
"4180",2012-05-30,25,0,0,1,0
"4181",2012-05-31,20,0,0,1,0
"4182",2012-06-01,36,0,1,1,0
"4183",2012-06-02,32,0,1,0,0
"4184",2012-06-03,45,0,1,0,0
"4185",2012-06-04,26,0,0,1,0
"4186",2012-06-05,27,0,1,1,0
"4187",2012-06-06,29,0,1,1,0
"4188",2012-06-07,20,0,1,1,0
"4189",2012-06-08,34,0,1,1,0
"4190",2012-06-09,35,0,1,0,0
"4191",2012-06-10,44,0,1,0,0
"4192",2012-06-11,26,0,0,1,0
"4193",2012-06-12,30,0,0,1,0
"4194",2012-06-13,38,0,0,1,0
"4195",2012-06-14,33,0,0,1,0
"4196",2012-06-15,41,0,0,1,0
"4197",2012-06-16,46,0,0,0,0
"4198",2012-06-17,29,0,0,0,0
"4199",2012-06-18,41,0,1,1,0
"4200",2012-06-19,33,0,1,1,0
"4201",2012-06-20,32,0,1,1,0
"4202",2012-06-21,31,0,0,1,0
"4203",2012-06-22,32,0,1,1,0
"4204",2012-06-23,29,0,1,0,0
"4205",2012-06-24,27,0,1,0,0
"4206",2012-06-25,32,0,0,1,0
"4207",2012-06-26,37,0,0,1,0
"4208",2012-06-27,36,0,0,1,0
"4209",2012-06-28,25,0,0,1,0
"4210",2012-06-29,32,0,0,1,0
"4211",2012-06-30,31,0,0,0,0
"4212",2012-07-01,42,0,0,0,0
"4213",2012-07-02,26,0,0,1,0
"4214",2012-07-03,35,0,1,1,0
"4215",2012-07-04,19,0,1,1,0
"4216",2012-07-05,42,0,1,1,0
"4217",2012-07-06,33,0,1,1,0
"4218",2012-07-07,29,0,1,0,0
"4219",2012-07-08,38,0,1,0,0
"4220",2012-07-09,33,0,0,1,0
"4221",2012-07-10,34,0,0,1,0
"4222",2012-07-11,33,0,0,1,0
"4223",2012-07-12,35,0,0,1,0
"4224",2012-07-13,26,0,0,1,0
"4225",2012-07-14,37,0,0,0,0
"4226",2012-07-15,33,0,0,0,0
"4227",2012-07-16,34,0,0,1,0
"4228",2012-07-17,27,0,0,1,0
"4229",2012-07-18,35,0,0,1,0
"4230",2012-07-19,37,0,0,1,0
"4231",2012-07-20,40,0,0,1,0
"4232",2012-07-21,45,0,0,0,0
"4233",2012-07-22,39,0,0,0,0
"4234",2012-07-23,34,0,1,1,0
"4235",2012-07-24,37,0,1,1,0
"4236",2012-07-25,29,0,1,1,0
"4237",2012-07-26,33,0,0,1,0
"4238",2012-07-27,36,0,0,1,0
"4239",2012-07-28,33,0,0,0,0
"4240",2012-07-29,41,0,0,0,0
"4241",2012-07-30,29,0,0,1,0
"4242",2012-07-31,25,0,0,1,0
"4243",2012-08-01,35,0,0,1,0
"4244",2012-08-02,34,0,0,1,0
"4245",2012-08-03,32,0,1,1,0
"4246",2012-08-04,30,0,1,0,0
"4247",2012-08-05,48,0,1,0,0
"4248",2012-08-06,29,0,1,1,0
"4249",2012-08-07,29,0,1,1,0
"4250",2012-08-08,42,0,1,1,0
"4251",2012-08-09,40,0,0,1,0
"4252",2012-08-10,28,0,1,1,0
"4253",2012-08-11,44,0,1,0,0
"4254",2012-08-12,45,0,1,0,0
"4255",2012-08-13,30,0,0,1,0
"4256",2012-08-14,28,0,0,1,0
"4257",2012-08-15,40,0,0,1,0
"4258",2012-08-16,32,0,0,1,0
"4259",2012-08-17,29,0,0,1,0
"4260",2012-08-18,40,0,0,0,0
"4261",2012-08-19,34,0,0,0,0
"4262",2012-08-20,24,0,1,1,0
"4263",2012-08-21,35,0,1,1,0
"4264",2012-08-22,22,0,1,1,0
"4265",2012-08-23,36,0,0,1,0
"4266",2012-08-24,27,0,1,1,0
"4267",2012-08-25,30,0,1,0,0
"4268",2012-08-26,28,0,1,0,0
"4269",2012-08-27,25,0,0,1,0
"4270",2012-08-28,33,0,0,1,0
"4271",2012-08-29,31,0,0,1,0
"4272",2012-08-30,22,0,0,1,0
"4273",2012-08-31,28,0,0,1,0
"4274",2012-09-01,29,0,0,0,0
"4275",2012-09-02,29,0,0,0,0
"4276",2012-09-03,34,0,1,1,0
"4277",2012-09-04,26,0,1,1,0
"4278",2012-09-05,28,0,1,1,0
"4279",2012-09-06,32,0,0,1,0
"4280",2012-09-07,29,0,1,1,0
"4281",2012-09-08,27,0,1,0,0
"4282",2012-09-09,28,0,1,0,0
"4283",2012-09-10,34,0,1,1,0
"4284",2012-09-11,26,0,1,1,0
"4285",2012-09-12,21,0,1,1,0
"4286",2012-09-13,24,0,0,1,0
"4287",2012-09-14,32,0,0,1,0
"4288",2012-09-15,30,0,0,0,0
"4289",2012-09-16,32,0,0,0,0
"4290",2012-09-17,30,0,1,1,0
"4291",2012-09-18,23,0,0,1,0
"4292",2012-09-19,32,0,0,1,0
"4293",2012-09-20,36,0,0,1,0
"4294",2012-09-21,28,0,0,1,0
"4295",2012-09-22,35,0,0,0,0
"4296",2012-09-23,30,0,0,0,0
"4297",2012-09-24,26,0,1,1,0
"4298",2012-09-25,31,0,1,1,0
"4299",2012-09-26,27,0,1,1,0
"4300",2012-09-27,22,0,1,1,0
"4301",2012-09-28,37,0,1,1,0
"4302",2012-09-29,35,0,1,0,0
"4303",2012-09-30,30,0,1,0,0
"4304",2012-10-01,30,0,0,1,0
"4305",2012-10-02,22,0,0,1,0
"4306",2012-10-03,36,0,0,1,0
"4307",2012-10-04,27,0,0,1,0
"4308",2012-10-05,33,0,0,1,0
"4309",2012-10-06,29,0,0,0,0
"4310",2012-10-07,40,0,0,0,0
"4311",2012-10-08,22,0,0,1,0
"4312",2012-10-09,25,0,0,1,0
"4313",2012-10-10,25,0,0,1,0
"4314",2012-10-11,27,0,0,1,0
"4315",2012-10-12,35,0,0,1,0
"4316",2012-10-13,28,0,0,0,0
"4317",2012-10-14,35,0,0,0,0
"4318",2012-10-15,41,0,0,1,0
"4319",2012-10-16,28,0,0,1,0
"4320",2012-10-17,30,0,0,1,0
"4321",2012-10-18,35,0,0,1,0
"4322",2012-10-19,26,0,0,1,0
"4323",2012-10-20,50,0,0,0,0
"4324",2012-10-21,35,0,0,0,0
"4325",2012-10-22,27,0,0,1,0
"4326",2012-10-23,23,0,0,1,0
"4327",2012-10-24,33,0,0,1,0
"4328",2012-10-25,27,0,0,1,0
"4329",2012-10-26,34,0,0,1,0
"4330",2012-10-27,35,0,0,0,0
"4331",2012-10-28,32,0,0,0,0
"4332",2012-10-29,24,0,0,1,0
"4333",2012-10-30,25,0,0,1,0
"4334",2012-10-31,34,0,0,1,0
"4335",2012-11-01,32,0,0,1,0
"4336",2012-11-02,40,0,0,1,0
"4337",2012-11-03,39,0,0,0,0
"4338",2012-11-04,28,0,0,0,0
"4339",2012-11-05,30,0,0,1,0
"4340",2012-11-06,21,0,0,1,0
"4341",2012-11-07,33,0,0,1,0
"4342",2012-11-08,34,0,0,1,0
"4343",2012-11-09,27,0,0,1,0
"4344",2012-11-10,26,0,0,0,0
"4345",2012-11-11,42,0,0,0,0
"4346",2012-11-12,26,0,0,1,0
"4347",2012-11-13,26,0,0,1,0
"4348",2012-11-14,32,0,0,1,0
"4349",2012-11-15,35,0,0,1,0
"4350",2012-11-16,34,0,0,1,0
"4351",2012-11-17,40,0,0,0,0
"4352",2012-11-18,30,0,0,0,0
"4353",2012-11-19,26,0,0,1,0
"4354",2012-11-20,29,0,0,1,0
"4355",2012-11-21,39,0,0,1,0
"4356",2012-11-22,19,0,0,1,0
"4357",2012-11-23,37,0,0,1,0
"4358",2012-11-24,32,0,0,0,0
"4359",2012-11-25,33,0,0,0,0
"4360",2012-11-26,24,0,0,1,0
"4361",2012-11-27,24,0,0,1,0
"4362",2012-11-28,29,0,0,1,0
"4363",2012-11-29,33,0,0,1,0
"4364",2012-11-30,25,0,0,1,0
"4365",2012-12-01,37,0,0,0,0
"4366",2012-12-02,23,0,0,0,0
"4367",2012-12-03,19,0,0,1,0
"4368",2012-12-04,24,0,0,1,0
"4369",2012-12-05,32,0,0,1,0
"4370",2012-12-06,19,0,0,1,0
"4371",2012-12-07,31,0,0,1,0
"4372",2012-12-08,32,0,0,0,0
"4373",2012-12-09,34,0,0,0,0
"4374",2012-12-10,33,0,0,1,0
"4375",2012-12-11,18,0,0,1,0
"4376",2012-12-12,30,0,0,1,0
"4377",2012-12-13,27,0,0,1,0
"4378",2012-12-14,38,0,0,1,0
"4379",2012-12-15,31,0,0,0,0
"4380",2012-12-16,35,0,0,0,0
"4381",2012-12-17,22,0,0,1,0
"4382",2012-12-18,37,0,0,1,0
"4383",2012-12-19,27,0,0,1,0
"4384",2012-12-20,29,0,0,1,0
"4385",2012-12-21,26,0,0,1,0
"4386",2012-12-22,30,0,0,0,0
"4387",2012-12-23,27,0,0,0,0
"4388",2012-12-24,24,0,0,1,0
"4389",2012-12-25,15,0,0,1,0
"4390",2012-12-26,24,0,0,1,0
"4391",2012-12-27,27,0,0,1,0
"4392",2012-12-28,20,0,0,1,0
